image_id,image_url,l1_category,product_name,price,category
MP000000028861461,https://img.tatacliq.com/images/i28//437Wx649H/MP000000028861451_437Wx649H_202510211019411.jpeg,Footwear,Puma Women's Speedcat White & Black Mary Jane Shoes,8999.0,Men's Casual Shoes
MP000000029573937,https://img.tatacliq.com/images/i29/437Wx649H/MP000000029573937_437Wx649H_202512190010221.jpeg,Footwear,Ginger by Lifestyle Women's Black Mary Jane Shoes,939.0,Men's Casual Shoes
MP000000025539660,https://img.tatacliq.com/images/i22//437Wx649H/MP000000025539660_437Wx649H_202503011334111.jpeg,Footwear,Kickers Women's BUCLY-IN Burgandy Ankle Strap Sandals,2499.0,Men's Casual Shoes
MP000000029120352,https://img.tatacliq.com/images/i28/437Wx649H/MP000000029120344_437Wx649H_202511092324361.jpeg,Footwear,Flat N Heels Women's Beige Casual Loafers,2184.0,Men's Casual Shoes
MP000000026574956,https://img.tatacliq.com/images/i24//437Wx649H/MP000000026574942_437Wx649H_202505141835341.jpeg,Footwear,Kickers Women's KICK MET-IN Black Back Strap Wedges,1999.0,Men's Casual Shoes
MP000000027878605,https://img.tatacliq.com/images/i26//437Wx649H/MP000000027878607_437Wx649H_202508222056591.jpeg,Footwear,Shoetopia Women's Tan Wedge Loafers,809.0,Men's Casual Shoes
MP000000027256407,https://img.tatacliq.com/images/i25//437Wx649H/MP000000027256425_437Wx649H_202507060212241.jpeg,Footwear,ALDO Women's Light Pink T-Strap Sandals,4999.0,Men's Casual Shoes
MP000000027825534,https://img.tatacliq.com/images/i26//437Wx649H/MP000000027825514_437Wx649H_202508191608371.jpeg,Footwear,Bata Women's CORAL LOAFER Black Pump Shoes,1099.0,Men's Casual Shoes
MP000000028787446,https://img.tatacliq.com/images/i27//437Wx649H/MP000000028787434_437Wx649H_202510142138171.jpeg,Footwear,Metro Women's Beige Ballerina Shoes,1748.5,Men's Casual Shoes
MP000000030084254,https://img.tatacliq.com/images/i30//437Wx649H/MP000000030084250_437Wx649H_202602142342171.jpeg,Footwear,Catwalk Women's Light Beige Sandals,2595.0,Men's Casual Shoes
